"V1","V2","V3","V4","V5","V6","V7","V8"
3.6300433322962,3.7255961609016,3.76785539034151,3.83594493074402,3.90326247477934,3.95609910977322,4.05191741701546,4.12848658036556
0.823274343637503,0.825366500343037,0.81713744654122,0.811474761375135,0.81335897899386,0.817990876668483,0.820544242847772,0.819421412541505
1.0640326942302,1.06772157712331,1.07692332816136,1.08692394145255,1.10518582097597,1.11004048697641,1.11260625715915,1.11147428983497
3.63468853647863,3.73112862692584,3.77295307464727,3.84088676821406,3.90817658612983,3.96166152663717,4.05694411834396,4.13589796716587
0.817052925166396,0.819323766879428,0.81113304832435,0.805011976015157,0.807021484598337,0.811664525222878,0.814464832003854,0.815075636969743
1.05338523268478,1.05855843345173,1.06136861436998,1.07453032161566,1.09486006988212,1.0990223053491,1.09907163077748,1.09909427296573
3.63165644356192,3.72723787593299,3.77012474779029,3.83831014320906,3.90547583879534,3.95909947357015,4.05478580992331,4.13152602320277
0.811060538177472,0.813635193832299,0.805063851860536,0.799470356241143,0.802045826994324,0.806286954906668,0.809433674220608,0.80887659560797
1.05585910853334,1.06010495948197,1.06437919684055,1.07614897979506,1.09496374148711,1.10031922862317,1.1006881986565,1.09903506157391
3.63284608632868,3.72920238220362,3.77177713557397,3.83998252069308,3.90746315619501,3.96083002584978,4.05745735781343,4.13322405199319
0.791292111823881,0.793550670205721,0.785610274717674,0.779111472197427,0.781260461736619,0.785954910922981,0.78836334974748,0.788607557767004
1.03508397142334,1.04238984185355,1.04469654213078,1.05878079926093,1.07640758130938,1.08122389041989,1.07926228902716,1.08450514953625
