"8","9","10","11","12","13","14","15"
0.569875,0.344444444444445,0.592800000000001,0.472,0.377416666666667,0.431999999999999,0.317357142857143,0.293266666666666
0.36275,0.321111111111113,0.3632,0.279181818181821,0.254916666666667,0.235307692307693,0.2185,0.203933333333333
0.35975,0.321111111111113,0.306600000000001,0.277727272727275,0.254916666666667,0.235307692307693,0.2185,0.203933333333333
0.227,0.264555555555559,0.232299999999999,0.250545454545458,0.263166666666666,0.234000000000001,0.2165,0.203533333333333
0.568625,0.342111111111112,0.594300000000002,0.475090909090909,0.372666666666666,0.43153846153846,0.310714285714286,0.287133333333333
0.3625,0.320444444444446,0.354800000000001,0.276909090909093,0.253833333333333,0.234307692307693,0.217571428571429,0.203066666666666
0.358,0.320444444444446,0.304900000000001,0.276909090909093,0.253833333333333,0.234307692307693,0.217571428571429,0.203066666666666
0.226625,0.261333333333337,0.226199999999999,0.245090909090912,0.25925,0.230538461538463,0.212071428571428,0.201133333333333
0.57,0.341666666666668,0.596500000000002,0.476090909090909,0.377833333333334,0.432307692307691,0.311357142857143,0.2852
0.35925,0.317888888888891,0.3669,0.276818181818184,0.253583333333333,0.234076923076924,0.217357142857143,0.202866666666666
0.356375,0.317888888888891,0.304700000000001,0.276454545454548,0.253583333333333,0.234076923076924,0.217357142857143,0.202866666666666
0.219625,0.252111111111115,0.222399999999999,0.242545454545458,0.252083333333333,0.224384615384617,0.207357142857143,0.194866666666667
0.592375,0.343666666666668,0.591300000000001,0.470363636363636,0.381583333333333,0.438923076923076,0.317785714285714,0.294066666666666
0.360875,0.319777777777779,0.357200000000001,0.276000000000002,0.253,0.233538461538463,0.216857142857143,0.2024
0.3585,0.319777777777779,0.303800000000001,0.276000000000002,0.253,0.233538461538463,0.216857142857143,0.2024
0.208875,0.25566666666667,0.223399999999999,0.241909090909094,0.245333333333333,0.22446153846154,0.207714285714286,0.195666666666667
