time,ave_topic_distribution,pred_scoreInflation,0,5,6,11,13,17,18,2,10,16,19,1,4,8,15,14,3,12,9,7,unem,cpi_lastmonth_100
2023/6/29,"{1: 0.05170315919965099, 8: 0.05234615291545304, 10: 0.02340832393544168, 12: 0.05018488123728384, 0: 0.024905615377517388, 14: 0.02885232823662331, 2: 0.045497943584251924, 3: 0.009029887342798996, 4: 0.02699183887754355, 5: 0.028202899048236436, 6: 0.055295718037705416, 7: 0.026006695210299066, 9: 0.05605197254716266, 11: 0.17871581424094304, 13: 0.015361339038180905, 15: 0.014337566594821046, 16: 0.03192322331029841, 17: 0.09308578189723273, 18: 0.09235953237148858, 19: 0.0580670030501895}",0.796601937,0.024905615,0.028202899,0.055295718,0.178715814,0.015361339,0.093085782,0.092359532,0.045497944,0.023408324,0.031923223,0.058067003,0.051703159,0.026991839,0.052346153,0.014337567,0.028852328,0.009029887,0.050184881,0.056051973,0.026006695,5.2,99.8
2020/12/28,"{0: 0.020168983843954956, 1: 0.031090473199188586, 2: 0.05924030262642604, 5: 0.04914842306431041, 9: 0.0952138252632509, 10: 0.014470186943922173, 11: 0.1798076551595706, 12: 0.07903179250313949, 18: 0.05668323283442895, 15: 0.016149532474742236, 16: 0.04050957017969993, 17: 0.04215602073911733, 8: 0.05176049159320448, 3: 0.014333497141277999, 6: 0.042105084587936485, 13: 0.013697710370206475, 14: 0.031249169206622993, 4: 0.05090274626330064, 7: 0.03992844340609129, 19: 0.03779282712164601}",0.811991929,0.020168984,0.049148423,0.042105085,0.179807655,0.01369771,0.042156021,0.056683233,0.059240303,0.014470187,0.04050957,0.037792827,0.031090473,0.050902746,0.051760492,0.016149532,0.031249169,0.014333497,0.079031793,0.095213825,0.039928443,5.2,100.7
2022/6/10,"{5: 0.041597321186015085, 11: 0.17690885900046432, 18: 0.08457331605671597, 19: 0.12973184242208466, 2: 0.05822338520059093, 3: 0.011388747944950341, 8: 0.04103263596872136, 15: 0.02127837690137211, 0: 0.022656250811747658, 10: 0.020749753368127687, 14: 0.022577586201377283, 4: 0.02890062968595943, 7: 0.02091090668097295, 13: 0.014762051463683038, 17: 0.051622916530662914, 1: 0.03768535504331201, 12: 0.05310666486742157, 16: 0.02779384020950998, 6: 0.040099406534219215, 9: 0.058490186770207356}",0.766592754,0.022656251,0.041597321,0.040099407,0.176908859,0.014762051,0.051622917,0.084573316,0.058223385,0.020749753,0.02779384,0.129731842,0.037685355,0.02890063,0.041032636,0.021278377,0.022577586,0.011388748,0.053106665,0.058490187,0.020910907,5.5,100.0
2021/2/23,"{2: 0.08733599998338043, 3: 0.012289403825295421, 5: 0.03703714301282505, 11: 0.11897451689103677, 12: 0.05169661063466619, 18: 0.0447562766323487, 19: 0.053871538398213355, 0: 0.034713097016250936, 1: 0.06367444656484719, 4: 0.06447434002756135, 6: 0.029052870588716844, 7: 0.07064767466330865, 8: 0.05027182990134512, 9: 0.07671005874591054, 10: 0.01904579151304638, 13: 0.012954113874232995, 14: 0.03808972966417951, 15: 0.02484421890346134, 16: 0.033167882981071685, 17: 0.04477793196321658}",0.847491407,0.034713097,0.037037143,0.029052871,0.118974517,0.012954114,0.044777932,0.044756277,0.087336,0.019045792,0.033167883,0.053871538,0.063674447,0.06447434,0.05027183,0.024844219,0.03808973,0.012289404,0.051696611,0.076710059,0.070647675,5.5,100.6
2020/10/29,"{2: 0.06428211805089808, 4: 0.047007356038191866, 5: 0.04712590582379211, 9: 0.07635412805737192, 10: 0.019317404655426616, 11: 0.18549052364185076, 12: 0.051816293358912364, 13: 0.016144168078351548, 16: 0.04197096843311579, 17: 0.042450434478985916, 0: 0.019721450363559757, 1: 0.041670006084717624, 6: 0.048279854740963135, 7: 0.03857887052195225, 14: 0.025372938408336345, 15: 0.018453945272735188, 18: 0.05467853666157971, 19: 0.06499986346349308, 3: 0.013784484535909625, 8: 0.04774310472930054}",0.762287012,0.01972145,0.047125906,0.048279855,0.185490524,0.016144168,0.042450434,0.054678537,0.064282118,0.019317405,0.041970968,0.064999863,0.041670006,0.047007356,0.047743105,0.018453945,0.025372938,0.013784485,0.051816293,0.076354128,0.038578871,5.3,99.7
2021/6/12,"{0: 0.017907387514661744, 1: 0.03761899566159127, 2: 0.04123967095942374, 5: 0.04822964106140978, 6: 0.0381855676303139, 10: 0.016420294431991785, 11: 0.16095312552125865, 12: 0.09402704998531723, 13: 0.015145835501561128, 14: 0.037215571762600624, 16: 0.03670094542546695, 18: 0.11042428925945108, 19: 0.05799125584539961, 17: 0.06839533865941592, 7: 0.022752132394770346, 3: 0.014389335582648734, 15: 0.030014851281189348, 4: 0.03553209243958215, 8: 0.037581756643476, 9: 0.05068200977140689}",0.871384114,0.017907388,0.048229641,0.038185568,0.160953126,0.015145836,0.068395339,0.110424289,0.041239671,0.016420294,0.036700945,0.057991256,0.037618996,0.035532092,0.037581757,0.030014851,0.037215572,0.014389336,0.09402705,0.05068201,0.022752132,5.0,99.6
2020/12/13,"{2: 0.05598098184298543, 6: 0.046418476117897414, 7: 0.037150740560180355, 17: 0.047006712638207396, 1: 0.043593185891506805, 10: 0.016539884767341383, 11: 0.20062891592672485, 12: 0.06618742885504082, 14: 0.029187916519327298, 18: 0.09647599616145239, 19: 0.03566806355818801, 4: 0.04204520472388679, 15: 0.012236930814721374, 16: 0.03356980528539808, 5: 0.034543358146674134, 8: 0.0497806300373975, 13: 0.018897161389045024, 0: 0.01795670000169157, 3: 0.012282598258861157, 9: 0.06933750354603511}",0.815911014,0.0179567,0.034543358,0.046418476,0.200628916,0.018897161,0.047006713,0.096475996,0.055980982,0.016539885,0.033569805,0.035668064,0.043593186,0.042045205,0.04978063,0.012236931,0.029187917,0.012282598,0.066187429,0.069337504,0.037150741,5.2,100.7
2020/2/13,"{3: 0.02460825503384474, 5: 0.08843830808317421, 6: 0.02208821461513921, 9: 0.02513374019043423, 11: 0.2020468823112971, 12: 0.047019124682109927, 17: 0.07302138137595808, 8: 0.08549618266823027, 14: 0.03392186444517561, 4: 0.02466168015912811, 0: 0.019603005828009255, 13: 0.04747159312395335, 18: 0.06685033489429167, 1: 0.042694601649418476, 2: 0.04376251386738961, 15: 0.025609992380073002, 7: 0.020515725177699496, 10: 0.015281100563872694, 16: 0.02532501492530143, 19: 0.02513629072941663}",0.850345722,0.019603006,0.088438308,0.022088215,0.202046882,0.047471593,0.073021381,0.066850335,0.043762514,0.015281101,0.025325015,0.025136291,0.042694602,0.02466168,0.085496183,0.025609992,0.033921864,0.024608255,0.047019125,0.02513374,0.020515725,6.2,100.8
2020/2/7,"{2: 0.05380620945041427, 7: 0.045610068063554055, 9: 0.038940198043687875, 10: 0.02896925442987142, 15: 0.020802775828784648, 16: 0.03185886023334304, 18: 0.0808822045418196, 1: 0.06122648725447394, 5: 0.04228317284164346, 8: 0.05646895479816073, 12: 0.05847478276713312, 13: 0.017832331350819082, 14: 0.03552490711923753, 3: 0.014850513756101814, 19: 0.04332461537746914, 0: 0.02981354179136955, 6: 0.027171002553263882, 11: 0.18668187092193422, 17: 0.05292554834587459, 4: 0.030847704282445727}",0.793206318,0.029813542,0.042283173,0.027171003,0.186681871,0.017832331,0.052925548,0.080882205,0.053806209,0.028969254,0.03185886,0.043324615,0.061226487,0.030847704,0.056468955,0.020802776,0.035524907,0.014850514,0.058474783,0.038940198,0.045610068,6.2,100.8
2020/10/31,"{5: 0.04475037715446792, 11: 0.1962529992297488, 18: 0.0743502048025594, 1: 0.03555971678199345, 16: 0.035065838977890576, 2: 0.04296383650728354, 7: 0.039104313692077994, 9: 0.08750659932872575, 12: 0.06395920622603674, 13: 0.022700565743603206, 15: 0.013080011578766924, 19: 0.04319286976058624, 3: 0.013710626463258737, 10: 0.015154895277105665, 8: 0.05906128080708808, 0: 0.01757267728791033, 6: 0.03809960170943094, 14: 0.027605453190442764, 4: 0.04439513728561762, 17: 0.04925420425440136}",0.78299673,0.017572677,0.044750377,0.038099602,0.196252999,0.022700566,0.049254204,0.074350205,0.042963837,0.015154895,0.035065839,0.04319287,0.035559717,0.044395137,0.059061281,0.013080012,0.027605453,0.013710626,0.063959206,0.087506599,0.039104314,5.3,99.7
2022/8/28,"{1: 0.04324451447510937, 12: 0.07899110146900298, 13: 0.014220331232078942, 14: 0.028224760422365512, 17: 0.07257527573950019, 19: 0.06432440673245544, 5: 0.043457042792211735, 6: 0.04007609075993498, 11: 0.21527598156188413, 18: 0.08112949093407719, 4: 0.0252599601185203, 8: 0.0484623372944635, 10: 0.014796817696891552, 16: 0.026027283057619963, 0: 0.02842942105630951, 3: 0.01538112653926807, 2: 0.03411021264628863, 15: 0.016534053061491628, 7: 0.01891516527977843, 9: 0.051266101351397676}",0.82778267,0.028429421,0.043457043,0.040076091,0.215275982,0.014220331,0.072575276,0.081129491,0.034110213,0.014796818,0.026027283,0.064324407,0.043244514,0.02525996,0.048462337,0.016534053,0.02822476,0.015381127,0.078991101,0.051266101,0.018915165,5.3,99.9
2021/4/3,"{0: 0.022730353273709054, 2: 0.04472392453056461, 3: 0.012405149690532406, 7: 0.02756848420591327, 9: 0.07591606032309145, 11: 0.19060701330594873, 12: 0.05208061544537571, 13: 0.013789336566929601, 17: 0.059232796139442774, 19: 0.03437514732000213, 16: 0.03838168117380889, 1: 0.04879168710300677, 6: 0.042352299991265434, 14: 0.0606729871102233, 10: 0.013142831111033945, 4: 0.030522772324792807, 5: 0.052951790926256695, 8: 0.06130688462234023, 15: 0.027929263851318345, 18: 0.05648161494737928}",0.858110678,0.022730353,0.052951791,0.0423523,0.190607013,0.013789337,0.059232796,0.056481615,0.044723925,0.013142831,0.038381681,0.034375147,0.048791687,0.030522772,0.061306885,0.027929264,0.060672987,0.01240515,0.052080615,0.07591606,0.027568484,5.1,99.7
2020/8/31,"{4: 0.04020186579287331, 6: 0.039281771919089416, 9: 0.07164754471267416, 11: 0.1476210548149635, 13: 0.01393569695028915, 16: 0.05219165484376987, 17: 0.039053900274540754, 18: 0.07313075222088067, 2: 0.08393670483105324, 5: 0.05407750527539781, 8: 0.03374595671653794, 12: 0.057175113720338976, 0: 0.020249551139957984, 10: 0.02119892631220285, 15: 0.020956632583807255, 1: 0.046981006799686524, 7: 0.039238592493120714, 3: 0.01206125384665389, 14: 0.05785235616375216, 19: 0.04354390664512333}",0.828043524,0.020249551,0.054077505,0.039281772,0.147621055,0.013935697,0.0390539,0.073130752,0.083936705,0.021198926,0.052191655,0.043543907,0.046981007,0.040201866,0.033745957,0.020956633,0.057852356,0.012061254,0.057175114,0.071647545,0.039238592,5.6,100.4
2020/11/14,"{1: 0.03740019656663616, 2: 0.034532345650291944, 3: 0.013934609529285987, 5: 0.039356920405247436, 6: 0.055998032877068525, 11: 0.20918550636527933, 12: 0.05133503688154899, 18: 0.0649780817943431, 8: 0.11751355268848195, 19: 0.03795081212133278, 10: 0.014969866192632646, 16: 0.03360986528619413, 15: 0.013709984952478126, 7: 0.03484281419316431, 13: 0.01891798247752042, 17: 0.0613032317090304, 0: 0.018041622018469487, 4: 0.030768057480386742, 9: 0.05332889253766983, 14: 0.0183499303482632}",0.809102216,0.018041622,0.03935692,0.055998033,0.209185506,0.018917982,0.061303232,0.064978082,0.034532346,0.014969866,0.033609865,0.037950812,0.037400197,0.030768057,0.117513553,0.013709985,0.01834993,0.01393461,0.051335037,0.053328893,0.034842814,5.2,99.4
2021/3/10,"{0: 0.04595361005432257, 9: 0.06954482971807106, 11: 0.1429032951067188, 12: 0.07239468663736114, 16: 0.037455614092011515, 19: 0.04767100074115091, 2: 0.08735940221017913, 5: 0.05662721179373707, 6: 0.027054995358808134, 7: 0.040431313027260385, 8: 0.045976599645254024, 10: 0.031611889106410926, 3: 0.01125950385150218, 4: 0.03627604830045383, 18: 0.052589562410769675, 1: 0.05449177884024331, 13: 0.013422006948948184, 14: 0.03924635914351935, 15: 0.021458807569624316, 17: 0.03431651185557569}",0.777270434,0.04595361,0.056627212,0.027054995,0.142903295,0.013422007,0.034316512,0.052589562,0.087359402,0.031611889,0.037455614,0.047671001,0.054491779,0.036276048,0.0459766,0.021458808,0.039246359,0.011259504,0.072394687,0.06954483,0.040431313,5.3,99.5
2022/1/24,"{1: 0.03986332425239063, 2: 0.0631134419670642, 5: 0.03967689755418808, 7: 0.03466729975683559, 8: 0.05573970912706734, 11: 0.14800859464129598, 12: 0.06465375920628558, 13: 0.015171082238159557, 14: 0.044884294655801044, 15: 0.0199205418358935, 16: 0.045672285606217854, 18: 0.07279563581109932, 19: 0.06890682173321153, 4: 0.03355281200444344, 10: 0.02919719931586544, 0: 0.02163730950380611, 17: 0.05382129185381207, 3: 0.013599667661629691, 9: 0.06357539194792804, 6: 0.03778310178198142}",0.794389239,0.02163731,0.039676898,0.037783102,0.148008595,0.015171082,0.053821292,0.072795636,0.063113442,0.029197199,0.045672286,0.068906822,0.039863324,0.033552812,0.055739709,0.019920542,0.044884295,0.013599668,0.064653759,0.063575392,0.0346673,5.3,100.4
2023/12/22,"{6: 0.07214157857751304, 8: 0.02603182815885186, 11: 0.16437655632375844, 5: 0.07970693285799985, 9: 0.05211726940943567, 17: 0.03599186794676334, 1: 0.026150949995131016, 2: 0.05876010772640449, 12: 0.04899739049081087, 13: 0.011752700123613876, 18: 0.05034325758199421, 7: 0.021405735952338696, 15: 0.013204899224496068, 19: 0.09453467456631437, 10: 0.04843486387030779, 16: 0.025524735604000242, 0: 0.026640918101325788, 4: 0.024821145898456076, 3: 0.011786459380027871, 14: 0.06674246156024838}",0.791559717,0.026640918,0.079706933,0.072141579,0.164376556,0.0117527,0.035991868,0.050343258,0.058760108,0.048434864,0.025524736,0.094534675,0.02615095,0.024821146,0.026031828,0.013204899,0.066742462,0.011786459,0.04899739,0.052117269,0.021405736,5.1,100.1
2021/10/24,"{6: 0.03528549737554378, 11: 0.20200897015664276, 13: 0.013093087371525569, 14: 0.05784124565805897, 16: 0.02472385918343239, 18: 0.11687707640747483, 2: 0.04736123203499435, 4: 0.029329300003248234, 5: 0.04860204373290979, 7: 0.01786089621145241, 12: 0.09330781546010988, 1: 0.04686743640707812, 3: 0.009728316950728573, 8: 0.040121706783333246, 15: 0.02372372158359608, 10: 0.013246123458193688, 17: 0.0419719851225383, 19: 0.03476020519318809, 9: 0.04622712440635765, 0: 0.02066066519488538}",0.760439257,0.020660665,0.048602044,0.035285497,0.20200897,0.013093087,0.041971985,0.116877076,0.047361232,0.013246123,0.024723859,0.034760205,0.046867436,0.0293293,0.040121707,0.023723722,0.057841246,0.009728317,0.093307815,0.046227124,0.017860896,4.9,100.7
2020/12/1,"{0: 0.05640284772401937, 3: 0.009699751219490708, 5: 0.0604612205233585, 16: 0.034851865050380244, 19: 0.042479292923227, 2: 0.05624383106203296, 18: 0.0664381890653774, 1: 0.028752957307400028, 8: 0.04175276171368011, 9: 0.06624054444105201, 10: 0.022303932176950925, 11: 0.15060867353190366, 12: 0.07688883941508509, 13: 0.014866419814868609, 17: 0.03039075742878639, 14: 0.06615765634523892, 15: 0.0214402982228593, 4: 0.04813534162383537, 6: 0.037869664025426256, 7: 0.03431547908993027}",0.787445255,0.056402848,0.060461221,0.037869664,0.150608674,0.01486642,0.030390757,0.066438189,0.056243831,0.022303932,0.034851865,0.042479293,0.028752957,0.048135342,0.041752762,0.021440298,0.066157656,0.009699751,0.076888839,0.066240544,0.034315479,5.2,100.7
2023/11/25,"{0: 0.01641628869992165, 1: 0.028549085275275256, 7: 0.018810760013160933, 8: 0.040640080472691624, 10: 0.01730393071779347, 11: 0.2349037864886276, 12: 0.05605283676971188, 18: 0.08037639957800258, 2: 0.034280654711035294, 3: 0.010105688807987567, 4: 0.025305209579035107, 5: 0.06692286644513404, 6: 0.028428008034273703, 9: 0.10479881078330908, 13: 0.01885520284103647, 14: 0.030507469944491633, 15: 0.023899276823898842, 16: 0.02527483333485687, 17: 0.0396822648832048, 19: 0.05135914527171535}",0.529500346,0.016416289,0.066922866,0.028428008,0.234903786,0.018855203,0.039682265,0.0803764,0.034280655,0.017303931,0.025274833,0.051359145,0.028549085,0.02530521,0.04064008,0.023899277,0.03050747,0.010105689,0.056052837,0.104798811,0.01881076,5.0,99.5
2020/7/2,"{2: 0.1084929891837655, 5: 0.05757341787001596, 12: 0.08862129493878322, 18: 0.04880755339247016, 19: 0.03901845074291649, 1: 0.03546522400712454, 7: 0.06039031639769559, 11: 0.142955916883072, 15: 0.024111239704519463, 13: 0.013291553647104314, 17: 0.03435725712613667, 8: 0.0411002710038158, 0: 0.015335335492080625, 3: 0.012691189617651033, 4: 0.04278960824327489, 6: 0.02905038109424019, 9: 0.06991197731740738, 10: 0.014029152675341534, 14: 0.040177114294432735, 16: 0.04892901389011269}",0.824984308,0.015335335,0.057573418,0.029050381,0.142955917,0.013291554,0.034357257,0.048807553,0.108492989,0.014029153,0.048929014,0.039018451,0.035465224,0.042789608,0.041100271,0.02411124,0.040177114,0.01269119,0.088621295,0.069911977,0.060390316,5.7,100.6
2020/5/22,"{1: 0.046023279483177346, 9: 0.04900054119451608, 11: 0.1792271176711321, 17: 0.0406839802432066, 4: 0.047567503076923034, 5: 0.04001759727361963, 6: 0.042176303717002116, 12: 0.05381235060356882, 13: 0.012485587393318637, 16: 0.04383923122812593, 18: 0.07804691310035544, 19: 0.03990050901698803, 3: 0.011328372182928582, 8: 0.0489146774878143, 2: 0.043315399612746976, 10: 0.018424337323804312, 15: 0.019447552153516696, 0: 0.014995005794071448, 7: 0.03401239296357097, 14: 0.09756851855968374}",0.77540389,0.014995006,0.040017597,0.042176304,0.179227118,0.012485587,0.04068398,0.078046913,0.0433154,0.018424337,0.043839231,0.039900509,0.046023279,0.047567503,0.048914677,0.019447552,0.097568519,0.011328372,0.053812351,0.049000541,0.034012393,5.9,99.2
2019/12/18,"{0: 0.01956930354155153, 4: 0.05448982766456206, 5: 0.07921475922478552, 6: 0.03391790383593579, 7: 0.0442403291125483, 11: 0.163127133114966, 12: 0.059479335400296485, 14: 0.0483122681441731, 16: 0.034238515904398525, 18: 0.05904361121442102, 19: 0.04129959561821117, 1: 0.03402591493441966, 8: 0.0486453652694389, 10: 0.014427125869178114, 13: 0.016359135279251615, 9: 0.09309089022344237, 17: 0.03569086675800509, 2: 0.04248726209323277, 3: 0.018790621681556777, 15: 0.024014801173841464}",0.761216615,0.019569304,0.079214759,0.033917904,0.163127133,0.016359135,0.035690867,0.059043611,0.042487262,0.014427126,0.034238516,0.041299596,0.034025915,0.054489828,0.048645365,0.024014801,0.048312268,0.018790622,0.059479335,0.09309089,0.044240329,5.2,100.0
2023/4/6,"{8: 0.04045239045651864, 10: 0.017575654794922693, 11: 0.16891062531759304, 19: 0.08077782227452772, 0: 0.02880447720873067, 1: 0.03446412471121841, 2: 0.07294107534283799, 3: 0.0128476037058527, 4: 0.030638989363167737, 5: 0.03801319288215326, 6: 0.035358615002644034, 7: 0.05604098473984392, 9: 0.06524344442467393, 12: 0.05252596869120228, 13: 0.016732838436727845, 14: 0.03614876433649208, 15: 0.01906030464890253, 16: 0.039184906217099795, 17: 0.05872042469539672, 18: 0.06122148170122731}",0.810250078,0.028804477,0.038013193,0.035358615,0.168910625,0.016732838,0.058720425,0.061221482,0.072941075,0.017575655,0.039184906,0.080777822,0.034464125,0.030638989,0.04045239,0.019060305,0.036148764,0.012847604,0.052525969,0.065243444,0.056040985,5.2,99.9
2020/6/21,"{0: 0.02127450044582599, 4: 0.0382412736963255, 5: 0.04200337085017774, 6: 0.03735000215516318, 11: 0.20300051911242156, 12: 0.06334542159355314, 14: 0.028361526097187832, 16: 0.030446862417404855, 17: 0.054070653882289384, 18: 0.08895702158248371, 7: 0.02659974964414738, 9: 0.08196910466270385, 19: 0.03143122577030255, 13: 0.01764069441814811, 2: 0.04477478279786602, 8: 0.06126057218926524, 10: 0.01836087278018168, 15: 0.020043648277606328, 1: 0.03758932070511687, 3: 0.013159509248908819}",0.801356724,0.0212745,0.042003371,0.037350002,0.203000519,0.017640694,0.054070654,0.088957022,0.044774783,0.018360873,0.030446862,0.031431226,0.037589321,0.038241274,0.061260572,0.020043648,0.028361526,0.013159509,0.063345422,0.081969105,0.02659975,5.7,99.9
